value,count
0.1111111111111111,1
0.11502347417840375,1
0.12293144208037825,1
0.125,2
0.12641083521444696,1
0.1303370786516854,1
0.13445378151260504,1
0.13507109004739337,1
0.13947990543735225,1
0.1419753086419753,1
0.14285714285714285,2
0.14669051878354203,1
0.14871794871794872,1
0.15298507462686567,1
0.15587044534412955,1
0.15934065934065933,1
0.16279069767441862,1
0.16666666666666666,2
0.1686746987951807,1
0.1716171617161716,1
0.17192982456140352,1
0.1746031746031746,1
0.17575757575757575,1
0.17857142857142858,1
0.17943107221006566,1
0.2,3
0.20701754385964913,1
0.20918367346938777,1
0.21138211382113822,1
0.2138200782268579,1
0.21390374331550802,1
0.2222222222222222,1
0.2300140252454418,1
0.25,2
0.250936329588015,1
0.25386996904024767,1
0.2569444444444444,1
0.2578947368421053,1
0.2648752399232246,1
0.2706270627062706,1
0.27647058823529413,1
0.27941176470588236,1
0.29554655870445345,1
0.3197278911564626,1
0.3242506811989101,1
0.3333333333333333,5
0.3350253807106599,1
0.33548387096774196,1
0.33706070287539935,1
0.3373493975903614,1
0.3381294964028777,1
0.33814432989690724,1
0.3393739703459638,1
0.33974358974358976,1
0.33993399339933994,1
0.3404255319148936,1
0.34065934065934067,1
0.34146341463414637,3
0.3416252072968491,1
0.3448275862068966,1
0.3466666666666667,1
0.35384615384615387,1
0.35555555555555557,1
0.35668789808917195,1
0.36482084690553745,1
0.37142857142857144,1
0.3773006134969325,1
0.3774193548387097,1
0.37924528301886795,1
0.3793103448275862,1
0.3799126637554585,1
0.38095238095238093,1
0.38850889192886456,1
0.3986013986013986,1
0.40431266846361186,1
0.4080188679245283,1
0.41379310344827586,1
0.41480446927374304,1
0.425531914893617,1
0.42650103519668736,1
0.42810457516339867,1
0.4317617866004963,1
0.43666666666666665,1
0.43717277486910994,1
0.4429223744292237,1
0.4433497536945813,1
0.44423791821561337,1
0.44672131147540983,1
0.45714285714285713,1
0.4585987261146497,1
0.458955223880597,1
0.4604519774011299,1
0.4628099173553719,4
0.46397694524495675,1
0.4674922600619195,1
0.46875,1
0.4699792960662526,1
0.4742857142857143,1
0.47435897435897434,1
0.48106904231625836,1
0.4904214559386973,1
0.49174917491749176,1
0.4953271028037383,1
0.49743589743589745,1
0.5,9
0.5012106537530266,1
0.5023923444976076,1
0.5024154589371981,1
0.5037037037037037,1
0.5037593984962406,1
0.5080645161290323,1
0.508641975308642,1
0.5093167701863354,1
0.51,1
0.5102040816326531,1
0.5114503816793893,1
0.5116279069767442,1
0.5126436781609195,1
0.5128205128205128,1
0.5145631067961165,1
0.5157894736842106,1
0.5181518151815182,1
0.5183823529411765,1
0.5212765957446809,1
0.5227963525835866,1
0.5243243243243243,1
0.5247148288973384,1
0.5261904761904762,1
0.5265306122448979,1
0.5266666666666666,1
0.5276073619631901,1
0.5284090909090909,1
0.5290697674418605,1
0.5301204819277109,1
0.5308641975308642,1
0.5328185328185329,1
0.5328947368421053,1
0.5331230283911672,1
0.5333333333333333,1
0.5345911949685535,1
0.539568345323741,1
0.5413642960812772,1
0.5416666666666666,1
0.5437956204379562,1
0.5454545454545454,1
0.5459183673469388,1
0.5460992907801419,1
0.5464684014869888,1
0.5465465465465466,1
0.5466666666666666,1
0.547911547911548,1
0.5508474576271186,1
0.5518072289156627,1
0.5524475524475524,1
0.559463986599665,1
0.5616438356164384,1
0.5625,1
0.5660377358490566,1
0.5672413793103448,1
